symbol,entry_date,exit_date,entry,exit,pnl,r_multiple,fees,holding_days,mae,mfe,reason
ETH,2022-03-25,2022-04-11,3112.305375,3135.05554630294,145.94155562481143,0.29188311124962285,5.33773944275732,17,-0.5570764574147149,1.606422897839488,STOP
BNB,2022-03-31,2022-04-11,442.32105,410.3436441164196,-501.668207954681,-1.0000000000000002,6.6003923071930775,11,-1.6089902599645391,0.5564294621569794,STOP
BNB,2022-07-19,2022-09-06,264.23205,270.19443389383673,419.14205816562867,0.841276761993526,5.320665114860876,49,-0.9697868675640453,2.857068125310082,STOP
ETH,2022-10-26,2022-11-08,1460.46987,1462.130186335417,121.6558860196839,0.24315757267783372,5.34916467833324,13,-1.6702717453267728,1.6119716135895872,STOP
LTC,2022-11-03,2022-11-08,60.980475,54.89580008446164,116.80646610347378,0.23138913631077118,5.072368216903418,5,-1.14581981413023,2.043765741468781,STOP
BNB,2022-10-30,2022-11-09,304.65225,285.0163277269434,111.2646678052588,0.22134440114465823,7.743185169182373,10,-2.28038107222992,4.8040888044344126,STOP
BCH,2023-01-13,2023-02-09,119.65979999999999,124.31394483578636,468.4399264787276,0.922710715051351,5.375597854392818,27,-0.3826838253884737,2.0542462255179976,STOP
ETH,2023-01-10,2023-02-10,1321.0602000000001,1500.149999592247,998.8523986962756,1.989485389195405,10.023556879227616,31,-0.06286911649609264,5.808771668317851,STOP
LTC,2023-01-10,2023-03-03,81.65080499999999,87.93819138505923,574.6310098708075,1.1433930299029533,5.765648725020609,52,-0.30095167015729835,3.2603740165796515,STOP
ETH,2023-04-15,2023-04-19,2101.0399949999996,1941.1871721635753,-514.061518433057,-1.0,6.418431161184284,4,-1.120393009558354,0.2549065994248179,STOP
LTC,2023-04-17,2023-04-19,100.05,91.47356172872986,-512.83978099692,-1.0,5.662974842729596,2,-1.5297727878086986,0.39738925292501837,STOP
LINK,2023-04-19,2023-04-19,8.582289,7.769276458406299,-504.48596637428165,-1.0,5.022681800071931,0,-1.1769354179579345,0.021889051734770945,STOP
AVAX,2023-04-17,2023-04-20,20.180085000000002,18.32129099402846,-512.4034776943342,-1.0,5.252334787003646,3,-1.1083764615575473,0.7460497027928976,STOP
ADA,2023-04-14,2023-04-21,0.42531254999999996,0.38746757384541575,-512.2753288040501,-1.0,5.4425141684041165,7,-1.232699548511396,0.9664367328767997,STOP
LTC,2023-05-18,2023-05-24,93.92693999999999,84.71446065793204,-499.49499844253694,-1.0,4.796409605490357,6,-1.0465468244108536,0.03086770826093973,STOP
SOL,2023-06-05,2023-06-05,21.840914999999995,20.060307788888537,-498.3427108792033,-1.0000000000000002,5.795309118838938,0,-1.5875744884039689,0.12373684611309467,STOP
XRP,2023-05-30,2023-06-10,0.49484729999999993,0.47363726314923876,-115.31714265166674,-0.23202760016004967,7.069442630633351,11,-0.6756317127108014,1.542239915591459,STOP
LINK,2023-07-14,2023-08-04,7.128562499999999,7.0645116773951955,82.13584413848764,0.16629071558663502,5.064221160681204,21,-0.981562091716721,1.9317525295856337,STOP
UNI,2023-08-01,2023-08-05,6.531263999999999,5.988474118226499,-495.8718024910956,-1.0,5.653572465871234,4,-1.0990560076751594,0.3033304472759195,STOP
UNI,2023-10-02,2023-10-04,4.658327999999999,4.325429089474278,-499.9080062038062,-1.0,6.6555641711376445,2,-1.2950786951905404,0.08971530005905426,STOP
BCH,2023-09-28,2023-10-09,229.41465,218.00953879637828,-69.23155524532794,-0.13954970648212886,4.953021471097564,11,-0.8358712345914894,1.2033104492426168,STOP
SOL,2023-10-01,2023-10-09,21.380685,21.93111922043865,229.5231163448295,0.4609039900086572,6.018553574571504,8,-0.14130360771417563,1.9273652009940574,STOP
ETH,2023-11-10,2023-11-14,2122.390665,1957.8919513200422,-512.6707986519284,-1.0,6.280341448797714,4,-1.1362003751960936,0.08928204172482687,STOP
LINK,2023-09-19,2023-12-11,6.5692829999999995,14.118537928576119,3352.437643648144,6.8158295717734765,6.896329786338441,83,-0.08896635593313229,17.626291483192002,STOP
DOGE,2023-12-05,2023-12-18,0.09192594,0.08634381698774303,-115.37543855288615,-0.2251378231160115,5.123326526052675,13,-0.6184005555599879,1.7142859903303307,STOP
ADA,2023-11-06,2024-01-03,0.34207095,0.53851526608129,1800.626792518602,3.5678137126512603,5.899766414456781,58,-0.25154731192211277,9.917820562235644,STOP
ETH,2023-12-05,2024-01-03,2244.48168,2130.817572076814,-169.06299735275502,-0.3294703842526885,7.454200453129417,29,-0.9655724972645547,1.3454123248532632,STOP
ETH,2024-02-27,2024-03-15,3177.5379749999997,3607.6575578916077,834.0595409347709,1.5746354311194886,7.112451435007724,17,-0.07092455331837605,3.7101312104917867,STOP
UNI,2024-02-10,2024-03-19,6.6573269999999996,10.56437136460172,2159.6108864055764,4.199223961447837,7.180972326013032,38,-0.3212057176292856,18.82502940359628,STOP
BNB,2023-12-27,2024-04-13,297.84884999999997,525.9594968563491,2464.985883912343,4.753644015314622,6.69396849789509,108,-0.4573062819484767,12.459622863005551,STOP
BNB,2024-06-05,2024-06-10,686.04285,637.6531017858772,-539.2355197296945,-1.0,7.275847576501878,5,-1.5132451976199925,0.7438440412779747,STOP
BNB,2024-09-24,2024-10-01,604.80225,558.6904585223613,-536.539342131046,-1.0,6.684646756176804,7,-1.4837186950488392,0.3010485627256483,STOP
ADA,2024-09-25,2024-10-01,0.38799389999999995,0.3518470269994064,-535.5221519256835,-1.0,5.424917794315606,6,-1.2675231596457393,0.7730173494573943,STOP
DOGE,2024-09-27,2024-10-01,0.118229085,0.1064226732520166,-272.8128833809757,-0.5074384584918386,5.199242075863381,4,-1.3297757079141828,1.180184624598462,STOP
DOT,2024-09-27,2024-10-01,4.816407,4.364023661257849,-538.8052452233502,-1.0000000000000002,5.412199622505068,4,-1.700147933925965,0.3278385669479584,STOP
XRP,2024-09-30,2024-10-01,0.6415206,0.5863802936798143,-530.9632020647255,-1.0,5.846819849564944,1,-1.1617888932635152,0.2421172969056095,STOP
SOL,2024-10-25,2024-10-25,177.278595,160.46927933784414,-522.8960726161819,-1.0,5.2009973146002,0,-1.0854534413969286,0.019212398499563344,STOP
BCH,2024-10-15,2024-11-03,369.7848,335.2804516940187,-524.4661280074173,-1.0,5.304301943592481,19,-1.04800051896311,0.5712617488374299,STOP
ETH,2024-11-10,2024-12-19,3127.7630999999997,3409.7831181043293,618.6416775867847,1.191461378097921,5.682051093646131,39,-0.3800276614895508,3.2882830443495723,STOP
SOL,2025-05-09,2025-05-19,164.54223,161.11182444016288,34.7720269234681,0.0665719459396402,5.6138140539365295,10,-0.3371587046791724,1.343933180053221,STOP
